類別,產品名稱,製造商,產品規格,原料,Product ID,Company ID
醬油,龜甲萬甘醇薄鹽醬油,統萬公司,PET[1600ml],黃豆;小麥;食鹽;糖;酒精;調味劑;醋酸鈉,a9fd2e40e3bb49c88b9e7d7afb26582e,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PET[1600ml],黃豆;小麥;食鹽;糖;酒精;調味劑,2b0f5817f6774163b668ca95d5f8e161,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PE桶[6kg],小麥;食鹽;酒精;黃豆;調味劑;糖,6de0bab502484f698e6049a26c396c39,23527408
醬油,龜甲萬甘醇醬油,統萬公司,玻璃瓶[500ml],黃豆;小麥;食鹽;糖;酒精;調味劑,8f30615c6bdb483292679387b8cef206,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PET[870mll],小麥;食鹽;酒精;黃豆;調味劑;糖,a4382cddb6154832bc5937fd31783338,23527408
醬油,龜甲萬甘醇醬油,統萬公司,玻璃瓶[300ml],小麥;食鹽;酒精;黃豆;調味劑;糖,baea7bdd0ac44b03a36560a37c438436,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PE桶[12kg],小麥;食鹽;酒精;黃豆;調味劑;糖,41d0dea1e141440fb485f044a20606c7,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PET[1000ml],黃豆;小麥;食鹽;糖;酒精;調味劑,4710690000000,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PE桶[24kg],小麥;食鹽;酒精;黃豆;調味劑;糖,9fb92cc2c8204d4e9b7e63791796d074,23527408
醬油,龜甲萬甘醇醬油,統萬公司,PET[150ml],黃豆;小麥;食鹽;糖;酒精;調味劑,dfc72325bfb04979b4ca1aff72baccb4,23527408
醬油,龜甲萬甘醇醬油,統萬公司,玻璃瓶[150ml],小麥;食鹽;酒精;黃豆;調味劑;糖,16c33dfaf4e6402b82900a4cbb215cc5,23527408
醬油,龜甲萬甘醇醬油特製品,統萬公司,PET[1600ml],黃豆;小麥;食鹽;糖;酒精;調味劑,4710690000000,23527408
醬油,龜甲萬甘醇醬油特製品,統萬公司,PET[870ml],小麥;食鹽;酒精;黃豆;調味劑;糖,20185fe32e014d4184c819a58dfe5a1e,23527408
醬油,龜甲萬甘醇醬油特製品,統萬公司,PET[1000ml],小麥;食鹽;酒精;黃豆;調味劑;糖,9c1b923862db4cd1891f972792a8d4d0,23527408
醬油,龜甲萬薄鹽純釀醬油,統萬公司,玻璃瓶[300ml],小麥;食鹽;酒精;黃豆;調味劑;醋酸鈉;糖,aa6446c567744506962e29b246e088d7,23527408
醬油,龜甲萬薄鹽純釀醬油,統萬公司,玻璃瓶[500ml],黃豆;小麥;食鹽;糖;酒精;調味劑;醋酸鈉,f6e8ea07cc244dea84a254063d9f6e9e,23527408
醬油,龜甲萬薄鹽純釀醬油,統萬公司,玻璃瓶[150ml],小麥;食鹽;酒精;黃豆;調味劑;醋酸鈉;糖,df6d011121d545af9276a4b38b1fc4af,23527408
醬油,龜甲萬醬油膏,統萬公司,玻璃瓶[490ml],黃豆;小麥;食鹽;糖;粘稠劑;酒精;調味劑;酵母精粉,dd97d808c24f41b89a18dd5f53b3e306,23527408
醬油,大吟釀香菇素蠔油,萬家香醬園股份有限公司,玻璃瓶[510g],小麥;水;食鹽;香菇粉;黃豆;蔗糖素;調味劑;澱粉A;澱粉B;糖,56c960713a704966947c031748fe80b3,35426782
醬油,甲等萬家香醬油,萬家香醬園股份有限公司,PET[1600ml],水;黃豆;小麥;食鹽;酒精;調味劑,bcf84c77fa5f4ea7b437215e15dc2764,35426782
醬油,甲等萬家香醬油,萬家香醬園股份有限公司,PE[5公升],水;黃豆;小麥;食鹽;酒精;調味劑,24d288b6e5e54cbb81cc1cecf9b66e60,35426782
醬油,萬家香壺底油,萬家香醬園股份有限公司,PET[1600ml],水;黃豆;小麥;食鹽;糖;調味劑;蔗糖素(甜味劑);酒精,65df771249904752a62569668e0de282,35426782
醬油,萬家香壺底油,萬家香醬園股份有限公司,PET[1000ml],水;黃豆;小麥;食鹽;糖;調味劑;蔗糖素(甜味劑);酒精,99eef8cc25e3429985ad8246aba37396,35426782
醬油,萬家香大吟釀甘甜油膏,萬家香醬園股份有限公司,玻璃瓶[450mL],小麥;水;食鹽;黃豆;蔗糖素;調味劑;澱粉;糖,1e4010e996804b12883a1121f7c84edd,35426782
醬油,萬家香大吟釀醬油,萬家香醬園股份有限公司,PET[1000ml],水;黃豆;小麥;食鹽;糖;調味劑;蔗糖素(甜味劑);酒精,a3b4e04c54cf4a8b956673335fceda36,35426782
醬油,萬家香大吟釀醬油,萬家香醬園股份有限公司,PET[1500mL],水;黃豆;小麥;食鹽;糖;調味劑;蔗糖素(甜味劑),6767d9a7eb874fab8e10234f0074c345,35426782
醬油,萬家香極品香菇素蠔油,萬家香醬園股份有限公司,PET[1200g],水;黃豆;小麥;食鹽;糖;調味劑;澱粉A;澱粉B;苯甲酸;香菇粉,6032ac7cb09341b2b1163818fc3f1805,35426782
醬油,萬家香油膏,萬家香醬園股份有限公司,PE[6Kg],水;黃豆;小麥;食鹽;糖;調味劑;澱粉;苯甲酸,7f250413e0eb4cff8e00a7e423c07373,35426782
醬油,萬家香油膏[甲等],萬家香醬園股份有限公司,PE[6Kg],水;黃豆;小麥;食鹽;糖;調味劑;澱粉;苯甲酸,d0dc64cb436d48eabad498d44292ff8e,35426782
醬油,萬家香淡色醬油,萬家香醬園股份有限公司,PET[1000ml],水;黃豆;小麥;食鹽;糖;調味劑;蔗糖素;酒精,6c95825c010e49e2bcc0132a3f3663ce,35426782
醬油,萬家香滴露醬油,萬家香醬園股份有限公司,PET[1600ml],水;黃豆;小麥;食鹽;糖;調味劑;酒精,0b28060eebe84bb2b869ab3efe49c40d,35426782
醬油,萬家香甘露醬油,萬家香醬園股份有限公司,PET[1000mL],水;黃豆;小麥;食鹽;糖;調味劑;酒精,24259b0e7c9c459a9130f7d2e74ca9c2,35426782
醬油,萬家香純釀造油膏,萬家香醬園股份有限公司,PET[1200g],水;黃豆;小麥;食鹽;糖;調味劑;澱粉;苯甲酸,a5cc0f0cbc8241c6a7efa60b00110d6b,35426782
醬油,萬家香金牌醬油,萬家香醬園股份有限公司,PET[1000mL],水;黃豆;小麥;食鹽;糖;酒精;調味劑,88527e0088bb48ee83ebfbe8cd969f3d,35426782
醬油,萬家香陳年醬油,萬家香醬園股份有限公司,PET[1500ml],水;黃豆;小麥;食鹽;糖;調味劑,aa79534ef963444c92e7bc9a876122d8,35426782
醬油,萬家香陳年醬油純釀造,萬家香醬園股份有限公司,PET瓶[1000ml],水;黃豆;小麥;食鹽;糖;調味劑,feb0377155c94fbe9633d6e95818f63d,35426782
醬油,香菇素蠔油,萬家香醬園股份有限公司,PE[4400g],水;黃豆;小麥;食鹽;糖;調味劑;澱粉A;澱粉B;苯甲酸;香菇粉,94289b44009f4b3d97899ae0a51cb107,35426782
醬油,香菇素蠔油,萬家香醬園股份有限公司,玻璃瓶[360g],水;黃豆;小麥;食鹽;糖;調味劑;澱粉A;澱粉B;苯甲酸;香菇粉,696c2b353daf49ce85c8766ca4299001,35426782
醬油,香菇素蠔油,萬家香醬園股份有限公司,PET [1200g],水;黃豆;小麥;食鹽;糖;調味劑;澱粉A;澱粉B;苯甲酸;香菇粉,c68a1d57b3a044af8818ffbfafbc2c2b,35426782
玉米油,豐年玉米胚芽油,豐年豐和企業股份有限公司,PET瓶[3.3L],玉米胚芽原油,54fcd5b6de314cdfba7f1aa4c1ca906d,16635562
玉米油,豐年玉米胚芽油,豐年豐和企業股份有限公司,PET瓶[0.5L],玉米胚芽原油,4712050000000,16635562
玉米油,豐年玉米胚芽油,豐年豐和企業股份有限公司,PET瓶[3.75L],玉米胚芽原油,4712050000000,16635562
玉米油,豐年玉米胚芽油,豐年豐和企業股份有限公司,PET瓶[2.6L],玉米胚芽原油,4712050000000,16635562
玉米油,豐年玉米胚芽油,豐年豐和企業股份有限公司,PET瓶[5.0L],玉米胚芽原油,4712050000000,16635562
醬油,五穀醬油,金蘭食品股份有限公司,玻璃瓶[500ml],甘草萃;紅高梁;食鹽;液糖;黃豆;蓬萊穀;燕麥;蕎麥;薏仁,8548e6520b85446ca4a57db4f8b3dc56,43008609
醬油,大匠作醬油,金蘭食品股份有限公司,PET瓶[1000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,d9a6995b19e644dea286e562383af714,43008609
醬油,有機醬油,金蘭食品股份有限公司,玻璃瓶[310mL],有機黃豆;有機小麥;食鹽;有機蔗糖,cc4cb052a7554900b7726135ba12e3a6,43008609
醬油,油膏,金蘭食品股份有限公司,PE桶[24kg],小麥;甘草萃;食鹽;液糖;黃豆;對羥苯甲酸;蔗糖素;調味劑;澱粉;糯米,2c0574dfb5cb4c5fad555a4bf0c3d473,43008609
醬油,油膏,金蘭食品股份有限公司,玻璃瓶[150ml],小麥;甘草酸鈉;食鹽;液糖;黃豆;對羥苯甲酸;蔗糖素;調味劑;澱粉;糯米,adb0fb3618134f9c85751c1be03a5b6f,43008609
醬油,油膏,金蘭食品股份有限公司,玻璃瓶[295ml],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,c9c4981ddf4848fbafc245f931cbac36,43008609
醬油,油膏,金蘭食品股份有限公司,PE桶[1gal],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草萃;調味劑0443;對羥苯甲酸丁酯,2363462fdfeb4eaba00d9bf29017d4f7,43008609
醬油,油膏,金蘭食品股份有限公司,PET瓶[590ml],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,174be205a19047e98337f35ae1973784,43008609
醬油,特級淡色醬油,金蘭食品股份有限公司,PE桶[24kg],黃豆;小麥;食鹽;液糖;調味劑;甘草萃,c2531e385e1b467bae1fa82830eae837,43008609
醬油,特級醬油,金蘭食品股份有限公司,PET瓶[1600ml],小麥;甘草萃;安息香酸鈉;食鹽;核酸;液糖;黃豆,dda2aa01296547e98d9ab0c6205c1cbc,43008609
醬油,特級醬油,金蘭食品股份有限公司,PET瓶[2000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉;苯甲酸鈉,fc391b55fa934e1b9367c7de33e59c4c,43008609
醬油,特級醬油,金蘭食品股份有限公司,PET瓶[1000ml],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,c9693d7dd16548e8bd4d3465764c8fac,43008609
醬油,特製醬油,金蘭食品股份有限公司,PET瓶[1600ml],小麥;甘草萃;安息香酸鈉;食鹽;核酸;液糖;黃豆,b5f0172f7b5d4c5ba0416f225215d75f,43008609
醬油,特製醬油,金蘭食品股份有限公司,PET瓶[5000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,de32394975134f61a8f4fa68a7aebf41,43008609
醬油,特製醬油,金蘭食品股份有限公司,PET瓶[1500ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,0f1b67e64f5941109989d6c6cc1b9ad8,43008609
醬油,特製醬油,金蘭食品股份有限公司,PE桶[12kg(10L)],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,454b907f1d074b07b61bc8068289876f,43008609
醬油,珍品油膏,金蘭食品股份有限公司,PE桶[5L],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,6520da84db8f4d8c9b6f330394c0e615,43008609
醬油,甘醇油膏,金蘭食品股份有限公司,PE桶[5L],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,6c6a80656ebc48baaf5879fa76f072e2,43008609
醬油,甘醇油膏,金蘭食品股份有限公司,PET瓶[590ml],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,ec6da97070084ce3895d007bfbcb025f,43008609
醬油,甘醇醬油,金蘭食品股份有限公司,PET[1500ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,6469ab4025bd410ea5d746271a358137,43008609
醬油,甘醇醬油,金蘭食品股份有限公司,PET[1000ml],小麥;甘草萃;非基因黃豆片;食鹽;核酸;液糖,5475893c2c394d0db4bfb4948d91f132,43008609
醬油,甘露醬油,金蘭食品股份有限公司,玻璃瓶[115ml],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃,fa9b719bebb644e1aa569ffbe035b26e,43008609
醬油,甘露醬油,金蘭食品股份有限公司,玻璃瓶[500ml],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃,a4344406853648f7927d925ab9b79b73,43008609
醬油,甘露醬油,金蘭食品股份有限公司,玻璃瓶[295ml],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃,883237c9efb5424585c0260774a53869,43008609
醬油,生抽醬油,金蘭食品股份有限公司,PE桶[1gal],黃豆;小麥;食鹽;液糖;琥珀酸二鈉;甘草萃,2400ce4d13524d7081e646d412bec0ce,43008609
醬油,生抽醬油,金蘭食品股份有限公司,玻璃瓶[295ml(10FL OZ)],小麥;甘草萃;食鹽;核酸;液糖;黃豆,5d962ea789c54e8a98c5c7ba0728df2c,43008609
醬油,生抽醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;液糖;琥珀酸二鈉;甘草萃,754e3e439df44f23ac01a0758cda850a,43008609
醬油,甲等甜醬油,金蘭食品股份有限公司,PE桶[5公升],黃豆;小麥;食鹽;液糖;調味劑;甘草萃,df6079fc0ea9485e81dfa7d95ebe9346,43008609
醬油,甲等醬油,金蘭食品股份有限公司,PE桶[5L],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,a02175296eda4a03bdef6526fd4605c6,43008609
醬油,老抽醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;砂糖;琥珀酸二鈉;甘草萃,3079c7810fd549fba6d61325029b4f72,43008609
醬油,老抽醬油,金蘭食品股份有限公司,玻璃瓶[295ml(10FL OZ)],小麥;干貝素;甘草萃;食鹽;食鹽-1;液糖;黃豆;黃豆-1;調味劑,4219f81c0d5041aeb9b48ed64f203e8c,43008609
醬油,自然甘甜精釀醬油,金蘭食品股份有限公司,PET[1500mL],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃,935061cbabe94ade84a2218c7e9e95e2,43008609
醬油,蓬萊淡色醬油,金蘭食品股份有限公司,PE桶[12kg],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,40ecb1c24115433887470bfb66887d4a,43008609
醬油,蓬萊醬油,金蘭食品股份有限公司,PET瓶[1500ml],黃豆;小麥;食鹽;液糖;調味劑;甘草萃;苯甲酸,3453e6b97943456c9b152293f5581a67,43008609
醬油,蓬萊醬油,金蘭食品股份有限公司,PET瓶[5000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,7024928e7dc943f283a811fe0d72626d,43008609
醬油,蓬萊醬油(餐廳專用),金蘭食品股份有限公司,PET[5000ml],小麥;甘草萃;安息香酸鈉;食鹽;核酸;液糖;黃豆,3eeda23f91e047fd96fa287a73d6ef1d,43008609
醬油,薄鹽醬油,金蘭食品股份有限公司,玻璃瓶[150ml(5FL OZ)],小麥;甘草萃;食鹽;核酸;液糖;黃豆-1,5811c0a9110248979dc8bf9f0db22856,43008609
醬油,薄鹽醬油,金蘭食品股份有限公司,玻璃瓶[500ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,504c59a93b114310bb22b0daa7731557,43008609
醬油,薄鹽醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,542d43a917dc47b8a0424b9e1def1d3a,43008609
醬油,薏仁醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],小麥;干貝素;甘草萃;食鹽;食鹽-1;液糖;黃豆;黃豆-1;調味劑,e323e8b33f9f43fc8392db6c19f4e6bb,43008609
醬油,薏仁醬油,金蘭食品股份有限公司,玻璃瓶[500ml],小麥;干貝素;甘草萃;食鹽;食鹽-1;液糖;黃豆;黃豆-1;調味劑,aec163e777f9468f82e71b346f3c2830,43008609
醬油,辣油膏,金蘭食品股份有限公司,PET瓶[590ml],黃豆;小麥;食鹽;液糖;辣椒;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,e80f0a08db154a7fad5e3d992242d165,43008609
醬油,金蘭[淡色]醬油,金蘭食品股份有限公司,PET瓶[1600ml],小麥;甘草萃;食鹽;核酸;液糖;黃豆,2278bc71524046cb8dd50ba4179018a7,43008609
醬油,金蘭[淡色]醬油,金蘭食品股份有限公司,玻璃瓶[500ml],小麥;甘草萃;食鹽;核酸;液糖;黃豆,412801b1c1474ad28604239bb8bfc560,43008609
醬油,金蘭[淡色]醬油,金蘭食品股份有限公司,PET瓶[1500ml],黃豆;小麥;食鹽;砂糖;調味劑0443;甘草萃,bc4167ddf2044785aa81d7ffb529e107,43008609
醬油,金蘭[淡色]醬油,金蘭食品股份有限公司,PET瓶[5000ml],黃豆;小麥;食鹽;砂糖;調味劑0443;甘草萃,a7afbf07a57242e9ababb42b016155c2,43008609
醬油,金蘭[淡色]醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],小麥;甘草萃;食鹽;核酸;液糖;黃豆,fc8b93807dfe4d05805512f57ef5db03,43008609
醬油,金蘭御饌油膏,金蘭食品股份有限公司,玻璃瓶[500ml],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素100;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,7df05a570d354cd2bbb4a6e842bf8374,43008609
醬油,金蘭油膏,金蘭食品股份有限公司,PE桶[5L],黃豆;小麥;食鹽;液糖;澱粉;糯米;蔗糖素;甘草酸鈉;調味劑0443;對羥苯甲酸丁酯,bc5d2d70a48b43dfb3ad9b7ce076a2ac,43008609
醬油,金蘭淡色醬油,金蘭食品股份有限公司,PE桶[24kg],黃豆;小麥;食鹽;砂糖;調味劑0443;甘草萃,aea18ad43fdf4620a3afc13d2b2b1606,43008609
醬油,金蘭淡色醬油,金蘭食品股份有限公司,PE桶[12kg],黃豆;小麥;食鹽;砂糖;調味劑0443;甘草萃,df06f9a533304c7eb7313645d5ff838a,43008609
醬油,金蘭精饌醬油,金蘭食品股份有限公司,PET瓶[1500mL],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,5bb13146aa714c428509523ca9e150ec,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PE桶[24kg],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,003d9d66b6614d32b0537712f71b19f4,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,0fbc111fb97c4c3aab1da2f534c00b97,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,玻璃瓶[500ml],小麥;甘草萃;非基因黃豆片;食鹽;核酸;液糖,3c1611330eff41a9ac02b6c20825a54c,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[5000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,6d752d803bae426b856586aabf499200,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[590ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,7fd0a3e1f8fa42c5b27edf034ca95cf6,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,玻璃瓶[150ml(5FL OZ)],小麥;甘草萃;非基因黃豆片;食鹽;核酸;液糖,d6eeb9ca5047476fb0a19cc329024bef,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,玻璃瓶[115ml],小麥;甘草萃;非基因黃豆片;食鹽;核酸;液糖,5c98275ea494491b8ad20f377bb97564,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[1500ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,757ebb3562a247268735a18ecdd9a9d1,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[1600ml],小麥;甘草萃;非基因黃豆片;食鹽;核酸;液糖,44031b09c4264bf9a73866e8d6cd8ddf,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,玻璃瓶[295ml(10FL OZ)],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,c6df6a3a5dfb4674ab1c25cb4401927d,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PE桶[12kg],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,2355bff5ed974ef8898ba3d47d394df6,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[1000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,b5aa905324824564869168e884345c38,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[2000ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,eabb691eada34359937009cef70c6365,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PE桶[1gal],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,f9e0fe1c0b2c42249c93760d7ead5a59,43008609
醬油,金蘭醬油,金蘭食品股份有限公司,PET瓶[850ml],黃豆;小麥;食鹽;液糖;調味劑;甘草萃,d646d1539ab746b68806669f43448138,43008609
醬油,陳年醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,3672e8ba24ee46df903ecc16f703fe10,43008609
醬油,陳年醬油,金蘭食品股份有限公司,玻璃瓶[500ml],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,31804ad14e8d4b1cb57140debf68a6d5,43008609
醬油,陳年香菇素蠔油,金蘭食品股份有限公司,PET瓶[590ml],小麥;甘草萃;食鹽;香菇香料;香菇精粉;液糖;黃豆;對羥苯甲酸;蔗糖素;調味劑;澱粉,e240756d5bb54ade867025542c2b829c,43008609
醬油,陳年香菇素蠔油,金蘭食品股份有限公司,PET瓶[1000ml],黃豆;小麥;食鹽;砂糖;澱粉;蔗糖素;甘草萃;調味劑0443;香菇香料;對羥苯甲酸丁酯,a7e2805ce0ad45cb91f9dcb3b0a37c28,43008609
醬油,餐廳醬油,金蘭食品股份有限公司,PE桶[12kg],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,54afc60878244309b94adf6dc60aa520,43008609
醬油,餐廳醬油,金蘭食品股份有限公司,PE桶[1gal],非基因黃豆片;小麥;食鹽;液糖;調味劑0443;甘草萃;苯甲酸鈉,7fed9c41b75d41e5bd5fdce4b1b748d7,43008609
醬油,香菇素蠔油,金蘭食品股份有限公司,玻璃瓶[295ml],黃豆;小麥;食鹽;砂糖;澱粉;蔗糖素;甘草萃;調味劑0443;香菇香料;對羥苯甲酸丁酯,0915924ba2d641d0869ea712f8c72ee9,43008609
醬油,高抽醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;液糖;琥珀酸二鈉;甘草萃,8e6301a7b620497fafee8bab4da5545d,43008609
醬油,高抽醬油,金蘭食品股份有限公司,玻璃瓶[295ml(10FL OZ)],小麥;甘草萃;食鹽;核酸;液糖;黃豆,5936357690174d44a9205373f8601a87,43008609
醬油,高抽醬油,金蘭食品股份有限公司,PE桶[1gal],黃豆;小麥;食鹽;液糖;琥珀酸二鈉;甘草萃,289e13471cd54aaa8f24e08c50c8c991,43008609
醬油,鼓舌醬油,金蘭食品股份有限公司,玻璃瓶[590ml(20FL OZ)],黃豆;小麥;食鹽;液糖;調味劑0443;甘草萃,e9d215e01d9a4236adcf5be6f55facdf,43008609
醬油,鼓舌醬油,金蘭食品股份有限公司,玻璃瓶[500ml],小麥;小麥-1;干貝素;甘草萃;食鹽;食鹽-1;液糖;黃豆;黃豆-1;調味劑,ffc867f472d44059ac1c319c32671a23,43008609
調和油,味全不飽和精華調合油,頂新製油實業股份有限公司,PET[2L],黃豆油;棕櫚油;橄欖油;TWC-1;TWC-3;STSL;THL-15,436f36fd564241b6a6d4178d7bc31770,59066479
調和油,味全廚藝御品調合油,頂新製油實業股份有限公司,鐵桶[18L],黃豆油;棕櫚油;TWC-1;TWC-3,f1db522f5a40496491df32eaa7b5a9d2,59066479
調和油,巧師傅頂級美食油,頂新製油實業股份有限公司,鐵桶[18L],棕櫚油;黃豆油,cc58ad3700c343bb9f379bd1209a475f,59066479